facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,footnote,start_date,end_date
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,(718) 579-5000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,42,4.62,1.22,8.02,,7/1/19,6/30/21
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,(718) 579-5000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,71,0.78,0,1.75,,7/1/19,6/30/21
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,(718) 579-5000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,161,0.97,0,2.28,,7/1/19,6/30/21
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,BRONX,(718) 579-5000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.02,0.6,1.43,,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,4/1/19,3/31/22
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,35,8.3,5.3,12.7,,7/1/19,6/30/22
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,61,14.7,10.3,20.8,,7/1/19,6/30/22
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,57,16,10.9,22.7,,7/1/19,6/30/22
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,367,0.38,0,3.03,,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,666,0.18,0.02,0.34,,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,684,0.07,0,0.24,,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,33,2.38,0.89,3.87,,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,38,3.34,0.75,5.92,,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_14,Postoperative wound dehiscence rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,53,1.03,0,2.38,,7/1/19,6/30/21
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.98,0.52,1.44,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,39,3.1,1.7,5.6,,4/1/19,3/31/22
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,59,11.3,7.6,16.8,,7/1/19,6/30/22
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,97,15.5,11,21.1,,7/1/19,6/30/22
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,114,17.3,12.7,23.1,,7/1/19,6/30/22
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,26,13.1,8.2,20.5,,7/1/19,6/30/22
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,939,2.08,0,4.17,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1241,0.18,0.02,0.34,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,1285,0.17,0,0.33,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,111,2.36,0.87,3.84,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,74,0.91,0,2.11,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,72,5.8,0,15.74,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,112,3.26,0.71,5.81,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,73,3.99,0.53,7.46,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,35,1.1,0.12,2.08,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,154,1.01,0,2.33,,7/1/19,6/30/21
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.09,0.64,1.53,,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,4/1/19,3/31/22
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,25,10.6,6.8,16.1,,7/1/19,6/30/22
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,26,17.1,12.5,22.6,,7/1/19,6/30/22
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,358,0.31,0,2.67,,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,488,0.18,0.02,0.34,,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,490,0.07,0,0.24,,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,26,2.38,0.89,3.86,,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,27,3.36,0.77,5.95,,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_14,Postoperative wound dehiscence rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,48,1.02,0,2.36,,7/1/19,6/30/21
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.97,0.52,1.43,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,122,3,1.7,4.9,,4/1/19,3/31/22
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,151,13.3,10.7,16.7,,7/1/19,6/30/22
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,MORT_30_CABG,Death rate for CABG surgery patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,117,11.8,8.3,16.6,,7/1/19,6/30/22
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,227,14,10.8,18,,7/1/19,6/30/22
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,219,17.3,13.5,21.8,,7/1/19,6/30/22
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,83,11.8,8.6,15.6,,7/1/19,6/30/22
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_03,Pressure ulcer rate,Worse Than the National Rate,2203,3.29,1.91,4.66,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,40,150.65,102.54,198.76,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,3576,0.16,0.01,0.32,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,3668,0.06,0,0.21,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,649,2.14,0.72,3.55,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,322,0.85,0,2.01,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,320,7.92,0.42,15.43,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,691,2.66,0.35,4.96,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,312,3.58,0.3,6.86,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,133,0.77,0,1.73,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,375,0.92,0,2.18,,7/1/19,6/30/21
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,CHEMUNG,(607) 737-4100,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.26,0.88,1.65,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,94,4.2,2.5,7.1,,4/1/19,3/31/22
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,90,9.6,6.4,14.3,,7/1/19,6/30/22
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,128,12.9,9.6,17.1,,7/1/19,6/30/22
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,117,18.9,14.7,24,,7/1/19,6/30/22
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,50,15.3,11,21,,7/1/19,6/30/22
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_03,Pressure ulcer rate,Worse Than the National Rate,1520,2.2,0.64,3.77,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1805,0.17,0.02,0.33,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,1845,0.06,0,0.22,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,345,2.25,0.8,3.7,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,163,0.88,0,2.06,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,181,7.22,0,15.74,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Worse Than the National Rate,361,6.05,3.64,8.47,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,164,3.73,0.38,7.08,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,112,0.76,0,1.72,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,288,0.93,0,2.2,,7/1/19,6/30/21
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.3,0.89,1.71,,7/1/19,6/30/21
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,(585) 593-1100,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,4/1/19,3/31/22
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,(585) 593-1100,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,7/1/19,6/30/22
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,(585) 593-1100,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/19,6/30/22
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,(585) 593-1100,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,37,9.3,6,14,,7/1/19,6/30/22
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,ALLEGANY,(585) 593-1100,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,62,10.3,7,15.1,,7/1/19,6/30/22
